#### 1.tsv

year	value
NIUE	1994	123
NIUE	1995	430
NIUE	1996	894
NIUE	1997	1036
NIUE	1998	1153
NIUE	1999	1858
NIUE	2000	1622
NIUE	2001	902
NIUE	2002	466
NIUE	2003	672
NIUE	2004	437
NIUE	2005	12
NIUE	2006	6
PANAMA	1977	77
PANAMA	1978	224
PANAMA	1979	299
PANAMA	1980	406
PANAMA	1981	538
PANAMA	1982	749
PANAMA	1983	836
PANAMA	1984	954
PANAMA	1985	949
PANAMA	1986	1381
PANAMA	1987	1641
PANAMA	1988	715
PANAMA	1989	894
PANAMA	1990	508
PANAMA	1991	436
PANAMA	1992	414
PANAMA	1993	409
PANAMA	1994	368
PANAMA	1995	450
PANAMA	1996	662
PANAMA	1997	713
PANAMA	1998	684
PANAMA	1999	695
PANAMA	2000	1009
PANAMA	2001	966
PANAMA	2002	893
PANAMA	2003	1238
PANAMA	2004	2392
PANAMA	2005	4741
PANAMA	2006	3357
PANAMA	2007	3511
PANAMA	2008	3254
PANAMA	2009	2541
PANAMA	2010	2062
PANAMA	2011	1861
PANAMA	2012	2060
PANAMA	2013	1298
PANAMA	2014	1108
PANAMA	2015	835
RAS AL KHAIMAH	2015	2
SAMOA	1991	2
SAMOA	1993	1
SAMOA	1999	2
SAMOA	2001	1
SAMOA	2002	2
SAMOA	2003	9
SAMOA	2004	217
SAMOA	2005	383
SAMOA	2006	1158
SAMOA	2007	742
SAMOA	2008	463
SAMOA	2009	359
SAMOA	2010	362
SAMOA	2011	301
SAMOA	2012	235
SAMOA	2013	407
SAMOA	2014	404
SAMOA	2015	259
SEYCHELLES	1995	1
SEYCHELLES	1996	4
SEYCHELLES	1997	2
SEYCHELLES	1998	8
SEYCHELLES	1999	157
SEYCHELLES	2000	242
SEYCHELLES	2001	437
SEYCHELLES	2002	351
SEYCHELLES	2003	396
SEYCHELLES	2004	571
SEYCHELLES	2005	1465
SEYCHELLES	2006	2010
SEYCHELLES	2007	1682
SEYCHELLES	2008	1230
SEYCHELLES	2009	1159
SEYCHELLES	2010	943
SEYCHELLES	2011	998
SEYCHELLES	2012	807
SEYCHELLES	2013	1140
SEYCHELLES	2014	898
SEYCHELLES	2015	681
SINGAPORE	2015	1
UNITED KINGDOM	1987	1
UNITED KINGDOM	1997	1
UNITED KINGDOM	2000	2
UNITED KINGDOM	2001	1
UNITED KINGDOM	2002	2
UNITED KINGDOM	2003	2
UNITED KINGDOM	2004	2
UNITED KINGDOM	2005	8
UNITED KINGDOM	2006	11
UNITED KINGDOM	2007	7
UNITED KINGDOM	2008	6
UNITED KINGDOM	2009	3
UNITED KINGDOM	2010	5
UNITED KINGDOM	2011	5
UNITED KINGDOM	2012	4
UNITED KINGDOM	2013	18
UNITED KINGDOM	2014	40
UNITED KINGDOM	2015	30
URUGUAY	2000	7
URUGUAY	2001	7
URUGUAY	2002	9
URUGUAY	2003	5
URUGUAY	2004	3
URUGUAY	2005	10
URUGUAY	2006	3
URUGUAY	2007	1
URUGUAY	2009	1
URUGUAY	2010	1
URUGUAY	2012	2
URUGUAY	2013	1
URUGUAY	2014	2
WYOMING	2011	1
WYOMING	2012	8
WYOMING	2013	8
WYOMING	2014	16
WYOMING	2015	4

#### 4.tsv

key	value
BRITISH VIRGIN ISLANDS	113648
PANAMA	48360
BAHAMAS	15915
SEYCHELLES	15182
NIUE	9611
SAMOA	5307
BRITISH ANGUILLA	3253
NEVADA	1260
HONG KONG	452
UNITED KINGDOM	148
BELIZE	130
COSTA RICA	78
CYPRUS	76
URUGUAY	52
NEW ZEALAND	47
JERSEY	39
WYOMING	37
MALTA	28
ISLE OF MAN	8
RAS AL KHAIMAH	2
SINGAPORE	1

#### 5.tsv

year	value
1977	209
1978	414
1979	687
1980	984
1981	1342
1982	1868
1983	2344
1984	2807
1985	3234
1986	4047
1987	5156
1988	5490
1989	6351
1990	7828
1991	9532
1992	11800
1993	15213
1994	19449
1995	23891
1996	29046
1997	35258
1998	39930
1999	44599
2000	49720
2001	52732
2002	53015
2003	54586
2004	59663
2005	66677
2006	72771
2007	77986
2008	81293
2009	81810
2010	80718
2011	79093
2012	78553
2013	76121
2014	71800
2015	66153

#### 6.tsv

key	value
HONG KONG S.A.R.	2212
SWITZERLAND	1223
UNITED KINGDOM	1924
LUXEMBOURG	405
PANAMA	558
CYPRUS	110
URUGUAY	298
ISLE OF MAN	208
SINGAPORE	57
RUSSIA	73
PEOPLE'S REPUBLIC OF CHINA	260
MONACO	170
UNITED STATES	617
TAIWAN	49
BAHAMAS	109
CANADA	102
PERU	23
UNITED ARAB EMIRATES	134
LIECHTENSTEIN	117
CZECH REPUBLIC	11
ECUADOR	324
COLOMBIA	230
GIBRALTAR	71
BRAZIL	403
LATVIA	12
SPAIN	201
GUATEMALA	444
MAURITIUS	56
THAILAND	185
ESTONIA	9
COSTA RICA	118
VENEZUELA	186
HUNGARY	12
ISRAEL	133
MALTA	43
DOMINICAN REPUBLIC	63
SOUTH AFRICA	56
ANDORRA	21
NETHERLANDS ANTILLES	24
ITALY	50
LEBANON	42
GREECE	70
ARUBA	5
ARGENTINA	93
GERMANY	70
FRANCE	100
UKRAINE	13
EL SALVADOR	31
PORTUGAL	32
POLAND	15
IRELAND	36
SAINT KITTS & NEVIS	5
NETHERLANDS	50
BERMUDA	23
CHILE	65
BELIZE	8
BOLIVIA	20
CAYMAN ISLANDS	32
TURKEY	18
SAUDI ARABIA	35
AUSTRALIA	39
BRITISH VIRGIN ISLANDS	30
MEXICO	36
FINLAND	12
KUWAIT	15
BELGIUM	36
BULGARIA	7
SWEDEN	22
PHILIPPINES	17
MOROCCO	2
NEW ZEALAND	20
NIUE	4
SEYCHELLES	6
PARAGUAY	9
JORDAN	14
MALAYSIA	16
EGYPT	19
LITHUANIA	2
INDONESIA	14
BARBADOS	12
AUSTRIA	16
HONDURAS	10
KENYA	12
SLOVENIA	4
JAPAN	13
MACAU, REPUBLIC OF CHINA	4
BELARUS	2
QATAR	7
NORWAY	10
ICELAND	7
BAHRAIN	11
NICARAGUA	10
REPUBLIC OF SERBIA	2
TURKS & CAICOS	6
DENMARK	9
CUBA	7
CURA¿AO ISLAND	2
ANTIGUA & BARBUDA	3
INDIA	5
VIET NAM	6
ZIMBABWE	5
NIGERIA	8
SOUTH KOREA	6
TRINIDAD & TOBAGO	3
ROMANIA	4
SYRIA	4
VANUATU	2
IRAN	1
ANGOLA	1
CROATIA (HRVATSKA)	3
GHANA	2
SRI-LANKA	3
ST. LUCIA	3
TUNISIA	3
PAKISTAN	3
MOZAMBIQUE	3
MOLDOVA	1
PUERTO RICO	2
REPUBLIC OF MACEDONIA (F.Y.R.O.M.)	2
TANZANIA	2
ZAMBIA	2
KAZAKHSTAN	1
CÔTE D'IVOIRE (IVORY COAST)	1
BANGLADESH	1
BOTSWANA	2
LESOTHO	1
LIBERIA	1
LIBYA	1
MALAWI	1		
GEORGIA	1
U.S. VIRGIN ISLANDS	1
UGANDA	1
ST. VINCENT & THE GRENADINES	1
SUDAN	1
REPUBLIQUE DE DJIBOUTI	1
OMAN	1

#### 7.tsv

jurisdiction_description	year	value
BAHAMAS	1985	1
BAHAMAS	1990	15
BAHAMAS	1991	37
BAHAMAS	1992	40
BAHAMAS	1993	64
BAHAMAS	1994	115
BAHAMAS	1995	192
BAHAMAS	1996	181
BAHAMAS	1997	232
BAHAMAS	1998	275
BAHAMAS	1999	302
BAHAMAS	2000	398
BAHAMAS	2001	12
BAHAMAS	2002	4
BAHAMAS	2003	4
BAHAMAS	2004	2
BAHAMAS	2005	4
BELIZE	1998	1
BELIZE	2006	1
BELIZE	2008	2
BELIZE	2013	1
BELIZE	2014	4
BELIZE	2015	2
BRITISH ANGUILLA	1988	1
BRITISH ANGUILLA	2000	4
BRITISH ANGUILLA	2003	1
BRITISH ANGUILLA	2005	28
BRITISH ANGUILLA	2006	4
BRITISH ANGUILLA	2007	1
BRITISH ANGUILLA	2008	1
BRITISH VIRGIN ISLANDS	1986	13
BRITISH VIRGIN ISLANDS	1987	8
BRITISH VIRGIN ISLANDS	1988	114
BRITISH VIRGIN ISLANDS	1989	164
BRITISH VIRGIN ISLANDS	1990	286
BRITISH VIRGIN ISLANDS	1991	346
BRITISH VIRGIN ISLANDS	1992	430
BRITISH VIRGIN ISLANDS	1993	534
BRITISH VIRGIN ISLANDS	1994	632
BRITISH VIRGIN ISLANDS	1995	929
BRITISH VIRGIN ISLANDS	1996	965
BRITISH VIRGIN ISLANDS	1997	1137
BRITISH VIRGIN ISLANDS	1998	1216
BRITISH VIRGIN ISLANDS	1999	1587
BRITISH VIRGIN ISLANDS	2000	2326
BRITISH VIRGIN ISLANDS	2001	1821
BRITISH VIRGIN ISLANDS	2002	2049
BRITISH VIRGIN ISLANDS	2003	2489
BRITISH VIRGIN ISLANDS	2004	2142
BRITISH VIRGIN ISLANDS	2005	240
BRITISH VIRGIN ISLANDS	2006	147
BRITISH VIRGIN ISLANDS	2007	55
BRITISH VIRGIN ISLANDS	2008	24
BRITISH VIRGIN ISLANDS	2009	37
BRITISH VIRGIN ISLANDS	2010	8
BRITISH VIRGIN ISLANDS	2011	5
BRITISH VIRGIN ISLANDS	2012	2
BRITISH VIRGIN ISLANDS	2013	1
BRITISH VIRGIN ISLANDS	2014	1
BRITISH VIRGIN ISLANDS	2015	4
NIUE	1995	14
NIUE	1996	54
NIUE	1997	81
NIUE	1998	66
NIUE	1999	147
NIUE	2000	99
NIUE	2001	124
NIUE	2002	238
NIUE	2003	807
NIUE	2004	464
NIUE	2005	68
NIUE	2006	24
PANAMA	1977	2
PANAMA	1978	35
PANAMA	1979	20
PANAMA	1980	65
PANAMA	1981	23
PANAMA	1982	19
PANAMA	1983	44
PANAMA	1984	48
PANAMA	1985	91
PANAMA	1986	54
PANAMA	1987	118
PANAMA	1988	71
PANAMA	1989	64
PANAMA	1990	52
PANAMA	1991	39
PANAMA	1992	50
PANAMA	1993	51
PANAMA	1994	85
PANAMA	1995	117
PANAMA	1996	71
PANAMA	1997	91
PANAMA	1998	209
PANAMA	1999	229
PANAMA	2000	511
PANAMA	2001	453
PANAMA	2002	433
PANAMA	2003	2100
PANAMA	2004	4646
PANAMA	2005	6515
PANAMA	2006	4725
PANAMA	2007	5432
PANAMA	2008	5176
PANAMA	2009	3307
PANAMA	2010	2411
PANAMA	2011	2208
PANAMA	2012	3040
PANAMA	2013	1421
PANAMA	2014	861
PANAMA	2015	170
SAMOA	1993	3
SAMOA	1994	1
SAMOA	1995	9
SAMOA	1996	9
SAMOA	1997	13
SAMOA	1998	19
SAMOA	1999	34
SAMOA	2000	42
SAMOA	2001	22
SAMOA	2002	52
SAMOA	2003	249
SAMOA	2004	171
SAMOA	2005	306
SAMOA	2006	669
SAMOA	2007	541
SAMOA	2008	58
SAMOA	2009	1
SEYCHELLES	1987	20
SEYCHELLES	1988	1
SEYCHELLES	1989	1
SEYCHELLES	1990	1
SEYCHELLES	1991	3
SEYCHELLES	1992	1
SEYCHELLES	1993	2
SEYCHELLES	1994	6
SEYCHELLES	1995	6
SEYCHELLES	1996	27
SEYCHELLES	1997	18
SEYCHELLES	1998	18
SEYCHELLES	1999	35
SEYCHELLES	2000	96
SEYCHELLES	2001	117
SEYCHELLES	2002	176
SEYCHELLES	2003	233
SEYCHELLES	2004	562
SEYCHELLES	2005	1890
SEYCHELLES	2006	1290
SEYCHELLES	2007	1273
SEYCHELLES	2008	939
SEYCHELLES	2009	1023
SEYCHELLES	2010	489
SEYCHELLES	2011	716
SEYCHELLES	2012	833
SEYCHELLES	2013	843
SEYCHELLES	2014	3
URUGUAY	2001	32
URUGUAY	2002	24
URUGUAY	2003	8
URUGUAY	2004	14
URUGUAY	2005	15
URUGUAY	2006	22

#### 8.tsv

key	value
EXPERTA CORPORATE & TRUST SERVICES	1659
BANQUE J. SAFRA SARASIN - LUXEMBOURG S.A.	963
CREDIT SUISSE  CHANNEL ISLANDS    LIMITED	918
HSBC PRIVATE BANK (MONACO) S.A.	778
HSBC PRIVATE BANK (SUISSE) S.A.	733
UBS AG (SUCC. RUE DU RHÔNE)	579
COUTTS & CO. TRUSTEES (JERSEY) LIMITED	487
SOCIÉTÉ GÉNÉRALE BANK & TRUST LUXEMBOURG	465
LANDSBANKI LUXEMBOURG S.A.	404
ROTHSCHILD TRUST GUERNSEY LIMITED	378
NORDEA BANK S.A.	369
DRESDNER BANK LATEINAMERIKA AG	332

#### 10.tsv

key	value
HONG KONG S.A.R.	37675
SWITZERLAND	34301
UNITED KINGDOM	32682
LUXEMBOURG	15479
PANAMA	8624
CYPRUS	7157
URUGUAY	5174
ISLE OF MAN	5058
SINGAPORE	4050
RUSSIA	3541
PEOPLE'S REPUBLIC OF CHINA	3234
MONACO	3012
UNITED STATES	2781
TAIWAN	2723
BAHAMAS	2561
CANADA	2177
PERU	2100
UNITED ARAB EMIRATES	2083
LIECHTENSTEIN	2050
CZECH REPUBLIC	1910
ECUADOR	1815
COLOMBIA	1770
GIBRALTAR	1545
BRAZIL	1529
LATVIA	1501
SPAIN	1242
GUATEMALA	1205
MAURITIUS	1064
THAILAND	1026
ESTONIA	875
COSTA RICA	841
VENEZUELA	792
HUNGARY	755
ISRAEL	624
MALTA	596
DOMINICAN REPUBLIC	554
SOUTH AFRICA	529
ANDORRA	473
NETHERLANDS ANTILLES	367
ITALY	357
LEBANON	326
GREECE	308
ARUBA	281
ARGENTINA	269
GERMANY	244
FRANCE	237
UKRAINE	223
EL SALVADOR	216
PORTUGAL	203
POLAND	187
IRELAND	187
SAINT KITTS & NEVIS	178
NETHERLANDS	171
BERMUDA	142
CHILE	136
BELIZE	134
BOLIVIA	115
CAYMAN ISLANDS	100
TURKEY	96
SAUDI ARABIA	90
AUSTRALIA	80
BRITISH VIRGIN ISLANDS	75
MEXICO	72
FINLAND	65
KUWAIT	59
BELGIUM	55
BULGARIA	50
SWEDEN	48
PHILIPPINES	43
MOROCCO	42
NEW ZEALAND	42
NIUE	41
SEYCHELLES	39
PARAGUAY	35
JORDAN	35
MALAYSIA	34
EGYPT	34
LITHUANIA	31
INDONESIA	28
BARBADOS	25
AUSTRIA	24
HONDURAS	23
KENYA	22
SLOVENIA	22
JAPAN	21
MACAU, REPUBLIC OF CHINA	17
BELARUS	16
QATAR	16
NORWAY	14
ICELAND	14
BAHRAIN	13
NICARAGUA	13
REPUBLIC OF SERBIA	13
TURKS & CAICOS	12
DENMARK	11
CUBA	10
CURA¿AO ISLAND	10
ANTIGUA & BARBUDA	10
INDIA	9
VIET NAM	9
ZIMBABWE	9
NIGERIA	9
SOUTH KOREA	7
TRINIDAD & TOBAGO	6
ROMANIA	5
SYRIA	4
VANUATU	4
IRAN	4
ANGOLA	4
CROATIA (HRVATSKA)	3
GHANA	3
SRI-LANKA	3
ST. LUCIA	3
TUNISIA	3
PAKISTAN	3
MOZAMBIQUE	3
MOLDOVA	2
PUERTO RICO	2
REPUBLIC OF MACEDONIA (F.Y.R.O.M.)	2
TANZANIA	2
ZAMBIA	2
KAZAKHSTAN	2
CÔTE D'IVOIRE (IVORY COAST)	2
BANGLADESH	2
BOTSWANA	2
LESOTHO	1
LIBERIA	1
LIBYA	1
MALAWI	1
GEORGIA	1
U.S. VIRGIN ISLANDS	1
UGANDA	1
ST. VINCENT & THE GRENADINES	1
SUDAN	1
REPUBLIQUE DE DJIBOUTI	1
OMAN	1
